PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD
Tannenberg Copper Project,,PAL01730,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.99,0.99,0.99,,,,,,,,,,,<2,ICP40B,2,10,3.42,ICP40B,0.01,15,8,ICP40B,3,10000,175,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,37,ICP40B,1,10000,10.2,ICP40B,0.5,10000,1.25,ICP40B,0.01,15,1.27,ICP40B,0.01,15,16.6,ICP40B,0.5,10000,46,ICP40B,1,10000,0.56,ICP40B,0.01,15,1746,ICP40B,2,10000,<1,ICP40B,1,10000,0.27,ICP40B,0.01,15,24,ICP40B,1,10000,0.03,ICP40B,0.01,15,46,ICP40B,2,10000,0.33,ICP40B,0.01,5,<5,ICP40B,5,10000,4.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,1437,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,36,ICP40B,2,10000,<10,ICP40B,10,10000,11.6,ICP40B,0.5,10000,85,ICP40B,1,10000,45.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01731,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.09,1.09,1.09,,,,,,,,,,,<2,ICP40B,2,10,3.55,ICP40B,0.01,15,10,ICP40B,3,10000,173,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,25,ICP40B,1,10000,10.7,ICP40B,0.5,10000,1.30,ICP40B,0.01,15,1.38,ICP40B,0.01,15,16.3,ICP40B,0.5,10000,50,ICP40B,1,10000,0.58,ICP40B,0.01,15,1398,ICP40B,2,10000,<1,ICP40B,1,10000,0.26,ICP40B,0.01,15,26,ICP40B,1,10000,0.03,ICP40B,0.01,15,108,ICP40B,2,10000,0.36,ICP40B,0.01,5,<5,ICP40B,5,10000,5.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,1941,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,38,ICP40B,2,10000,<10,ICP40B,10,10000,11.6,ICP40B,0.5,10000,114,ICP40B,1,10000,41.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01732,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.16,1.16,1.16,,,,,,,,,,,<2,ICP40B,2,10,4.90,ICP40B,0.01,15,11,ICP40B,3,10000,159,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,36,ICP40B,1,10000,10.8,ICP40B,0.5,10000,1.61,ICP40B,0.01,15,1.92,ICP40B,0.01,15,23.1,ICP40B,0.5,10000,66,ICP40B,1,10000,0.74,ICP40B,0.01,15,1410,ICP40B,2,10000,<1,ICP40B,1,10000,0.34,ICP40B,0.01,15,30,ICP40B,1,10000,0.04,ICP40B,0.01,15,236,ICP40B,2,10000,0.31,ICP40B,0.01,5,6,ICP40B,5,10000,6.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,600,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,50,ICP40B,2,10000,<10,ICP40B,10,10000,15.5,ICP40B,0.5,10000,50,ICP40B,1,10000,61.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01733,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.46,0.46,0.46,,,,,,,,,,,<2,ICP40B,2,10,7.55,ICP40B,0.01,15,13,ICP40B,3,10000,266,ICP40B,1,10000,2.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.63,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,49,ICP40B,1,10000,30.9,ICP40B,0.5,10000,2.70,ICP40B,0.01,15,3.03,ICP40B,0.01,15,31.4,ICP40B,0.5,10000,96,ICP40B,1,10000,2.73,ICP40B,0.01,15,1409,ICP40B,2,10000,<1,ICP40B,1,10000,0.48,ICP40B,0.01,15,38,ICP40B,1,10000,0.05,ICP40B,0.01,15,313,ICP40B,2,10000,0.37,ICP40B,0.01,5,6,ICP40B,5,10000,10.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,375,ICP40B,0.5,5000,0.32,ICP40B,0.01,15,76,ICP40B,2,10000,<10,ICP40B,10,10000,16.6,ICP40B,0.5,10000,43,ICP40B,1,10000,93.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01734,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.48,0.48,0.48,,,,,,,,,,,<2,ICP40B,2,10,5.90,ICP40B,0.01,15,11,ICP40B,3,10000,451,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.70,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,37,ICP40B,1,10000,21.2,ICP40B,0.5,10000,3.05,ICP40B,0.01,15,2.20,ICP40B,0.01,15,27.9,ICP40B,0.5,10000,69,ICP40B,1,10000,3.44,ICP40B,0.01,15,1567,ICP40B,2,10000,<1,ICP40B,1,10000,0.51,ICP40B,0.01,15,41,ICP40B,1,10000,0.04,ICP40B,0.01,15,162,ICP40B,2,10000,1.04,ICP40B,0.01,5,<5,ICP40B,5,10000,7.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,1740,ICP40B,0.5,5000,0.25,ICP40B,0.01,15,58,ICP40B,2,10000,<10,ICP40B,10,10000,13.6,ICP40B,0.5,10000,34,ICP40B,1,10000,81.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01735,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.65,1.65,1.65,,,,,,,,,,,<2,ICP40B,2,10,0.44,ICP40B,0.01,15,<3,ICP40B,3,10000,14,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,2.3,ICP40B,0.5,10000,0.48,ICP40B,0.01,15,0.14,ICP40B,0.01,15,3.2,ICP40B,0.5,10000,10,ICP40B,1,10000,11.2,ICP40B,0.01,15,643,ICP40B,2,10000,<1,ICP40B,1,10000,0.03,ICP40B,0.01,15,2,ICP40B,1,10000,<0.01,ICP40B,0.01,15,11,ICP40B,2,10000,0.05,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,35.1,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.0,ICP40B,0.5,10000,57,ICP40B,1,10000,7.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01736,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.35,0.35,0.35,,,,,,,,,,,2,ICP40B,2,10,6.82,ICP40B,0.01,15,23,ICP40B,3,10000,336,ICP40B,1,10000,2.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.96,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,53,ICP40B,1,10000,37.9,ICP40B,0.5,10000,3.32,ICP40B,0.01,15,2.48,ICP40B,0.01,15,33.7,ICP40B,0.5,10000,77,ICP40B,1,10000,2.54,ICP40B,0.01,15,1235,ICP40B,2,10000,4,ICP40B,1,10000,0.56,ICP40B,0.01,15,46,ICP40B,1,10000,0.05,ICP40B,0.01,15,324,ICP40B,2,10000,1.49,ICP40B,0.01,5,10,ICP40B,5,10000,9.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,738,ICP40B,0.5,5000,0.31,ICP40B,0.01,15,72,ICP40B,2,10000,<10,ICP40B,10,10000,17.9,ICP40B,0.5,10000,44,ICP40B,1,10000,103,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01737,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.26,0.26,0.26,,,,,,,,,,,<2,ICP40B,2,10,5.07,ICP40B,0.01,15,17,ICP40B,3,10000,170,ICP40B,1,10000,1.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,14.2,ICP40B,0.01,15,5,ICP40B,1,10000,9,ICP40B,1,10000,57,ICP40B,1,10000,35.9,ICP40B,0.5,10000,2.42,ICP40B,0.01,15,1.84,ICP40B,0.01,15,27.8,ICP40B,0.5,10000,61,ICP40B,1,10000,2.24,ICP40B,0.01,15,2308,ICP40B,2,10000,10,ICP40B,1,10000,0.39,ICP40B,0.01,15,45,ICP40B,1,10000,0.04,ICP40B,0.01,15,511,ICP40B,2,10000,0.93,ICP40B,0.01,5,<5,ICP40B,5,10000,7.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,377,ICP40B,0.5,5000,0.22,ICP40B,0.01,15,87,ICP40B,2,10000,<10,ICP40B,10,10000,18.4,ICP40B,0.5,10000,1596,ICP40B,1,10000,68.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01738,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.34,0.34,0.34,,,,,,,,,,,2,ICP40B,2,10,5.03,ICP40B,0.01,15,18,ICP40B,3,10000,155,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,31,ICP40B,1,10000,8,ICP40B,1,10000,85,ICP40B,1,10000,53.7,ICP40B,0.5,10000,1.97,ICP40B,0.01,15,1.86,ICP40B,0.01,15,25.3,ICP40B,0.5,10000,63,ICP40B,1,10000,1.14,ICP40B,0.01,15,2078,ICP40B,2,10000,24,ICP40B,1,10000,0.35,ICP40B,0.01,15,50,ICP40B,1,10000,0.04,ICP40B,0.01,15,2090,ICP40B,2,10000,1.18,ICP40B,0.01,5,<5,ICP40B,5,10000,7.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,309,ICP40B,0.5,5000,0.22,ICP40B,0.01,15,196,ICP40B,2,10000,14,ICP40B,10,10000,16.8,ICP40B,0.5,10000,9430,ICP40B,1,10000,67.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01739,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.22,0.22,0.22,,,,,,,,,,,5,ICP40B,2,10,4.99,ICP40B,0.01,15,19,ICP40B,3,10000,166,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,13.7,ICP40B,0.01,15,61,ICP40B,1,10000,8,ICP40B,1,10000,101,ICP40B,1,10000,257,ICP40B,0.5,10000,1.75,ICP40B,0.01,15,1.87,ICP40B,0.01,15,25.2,ICP40B,0.5,10000,62,ICP40B,1,10000,1.07,ICP40B,0.01,15,2026,ICP40B,2,10000,96,ICP40B,1,10000,0.47,ICP40B,0.01,15,67,ICP40B,1,10000,0.05,ICP40B,0.01,15,4670,ICP40B,2,10000,1.69,ICP40B,0.01,5,7,ICP40B,5,10000,6.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,338,ICP40B,0.5,5000,0.20,ICP40B,0.01,15,407,ICP40B,2,10000,35,ICP40B,10,10000,16.9,ICP40B,0.5,10000,>10000,ICP40B,1,10000,69.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,2.10,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01740,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,-,,,,,,,,,,,,,>10,ICP40B,2,10,4.88,ICP40B,0.01,15,171,ICP40B,3,10000,16,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.38,ICP40B,0.01,15,12,ICP40B,1,10000,3,ICP40B,1,10000,32,ICP40B,1,10000,>10000,ICP40B,0.5,10000,2.39,ICP40B,0.01,15,4.61,ICP40B,0.01,15,1.0,ICP40B,0.5,10000,9,ICP40B,1,10000,0.21,ICP40B,0.01,15,150,ICP40B,2,10000,196,ICP40B,1,10000,1.36,ICP40B,0.01,15,19,ICP40B,1,10000,0.05,ICP40B,0.01,15,1429,ICP40B,2,10000,1.20,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,31.6,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,2652,ICP40B,1,10000,15.1,ICP40B,0.5,10000,15,AAS42S,5,500,2.13,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01741,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.36,0.36,0.36,,,,,,,,,,,>10,ICP40B,2,10,4.13,ICP40B,0.01,15,691,ICP40B,3,10000,190,ICP40B,1,10000,1.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,12.2,ICP40B,0.01,15,39,ICP40B,1,10000,70,ICP40B,1,10000,70,ICP40B,1,10000,>10000,ICP40B,0.5,10000,1.43,ICP40B,0.01,15,1.55,ICP40B,0.01,15,24.1,ICP40B,0.5,10000,41,ICP40B,1,10000,0.94,ICP40B,0.01,15,2563,ICP40B,2,10000,174,ICP40B,1,10000,0.48,ICP40B,0.01,15,89,ICP40B,1,10000,0.05,ICP40B,0.01,15,5226,ICP40B,2,10000,1.58,ICP40B,0.01,5,5,ICP40B,5,10000,4.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,257,ICP40B,0.5,5000,0.14,ICP40B,0.01,15,350,ICP40B,2,10000,19,ICP40B,10,10000,16.1,ICP40B,0.5,10000,>10000,ICP40B,1,10000,51.9,ICP40B,0.5,10000,26,AAS42S,5,500,2.00,AAS42S,0.001,50,1.32,AAS42S,0.001,5
Tannenberg Copper Project,,*DUP-PAL01741,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.00,0.00,0.00,,,,,,,,,,,>10,ICP40B,2,10,4.16,ICP40B,0.01,15,722,ICP40B,3,10000,196,ICP40B,1,10000,2.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,13.0,ICP40B,0.01,15,41,ICP40B,1,10000,75,ICP40B,1,10000,75,ICP40B,1,10000,>10000,ICP40B,0.5,10000,1.49,ICP40B,0.01,15,1.63,ICP40B,0.01,15,26.0,ICP40B,0.5,10000,44,ICP40B,1,10000,1.00,ICP40B,0.01,15,2735,ICP40B,2,10000,186,ICP40B,1,10000,0.51,ICP40B,0.01,15,95,ICP40B,1,10000,0.05,ICP40B,0.01,15,5585,ICP40B,2,10000,1.66,ICP40B,0.01,5,<5,ICP40B,5,10000,5.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,270,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,374,ICP40B,2,10000,23,ICP40B,10,10000,16.6,ICP40B,0.5,10000,>10000,ICP40B,1,10000,53.4,ICP40B,0.5,10000,26,AAS42S,5,500,1.98,AAS42S,0.001,50,1.33,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01742,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.23,0.23,0.23,,,,,,,,,,,>10,ICP40B,2,10,3.82,ICP40B,0.01,15,112,ICP40B,3,10000,700,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.97,ICP40B,0.01,15,1,ICP40B,1,10000,4,ICP40B,1,10000,13,ICP40B,1,10000,>10000,ICP40B,0.5,10000,0.72,ICP40B,0.01,15,1.94,ICP40B,0.01,15,15.2,ICP40B,0.5,10000,27,ICP40B,1,10000,0.47,ICP40B,0.01,15,1424,ICP40B,2,10000,3,ICP40B,1,10000,0.70,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,126,ICP40B,2,10000,0.50,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,154,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,9.3,ICP40B,0.5,10000,312,ICP40B,1,10000,48.6,ICP40B,0.5,10000,19,AAS42S,5,500,1.58,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01743,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.33,0.33,0.33,,,,,,,,,,,>10,ICP40B,2,10,3.38,ICP40B,0.01,15,74,ICP40B,3,10000,1087,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.34,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,11,ICP40B,1,10000,>10000,ICP40B,0.5,10000,0.89,ICP40B,0.01,15,1.84,ICP40B,0.01,15,12.6,ICP40B,0.5,10000,27,ICP40B,1,10000,1.29,ICP40B,0.01,15,3640,ICP40B,2,10000,2,ICP40B,1,10000,0.63,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,71,ICP40B,2,10000,0.38,ICP40B,0.01,5,<5,ICP40B,5,10000,1.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,235,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,10.3,ICP40B,0.5,10000,89,ICP40B,1,10000,33.9,ICP40B,0.5,10000,15,AAS42S,5,500,1.36,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01744,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.10,0.10,0.10,,,,,,,,,,,3,ICP40B,2,10,3.39,ICP40B,0.01,15,40,ICP40B,3,10000,462,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.07,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,7,ICP40B,1,10000,3803,ICP40B,0.5,10000,0.45,ICP40B,0.01,15,1.97,ICP40B,0.01,15,12.1,ICP40B,0.5,10000,22,ICP40B,1,10000,0.43,ICP40B,0.01,15,1746,ICP40B,2,10000,1,ICP40B,1,10000,0.52,ICP40B,0.01,15,7,ICP40B,1,10000,0.03,ICP40B,0.01,15,22,ICP40B,2,10000,0.12,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,130,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,9.5,ICP40B,0.5,10000,50,ICP40B,1,10000,42.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01745,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.13,0.13,0.13,,,,,,,,,,,<2,ICP40B,2,10,3.34,ICP40B,0.01,15,28,ICP40B,3,10000,377,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.72,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,13,ICP40B,1,10000,602,ICP40B,0.5,10000,0.60,ICP40B,0.01,15,1.95,ICP40B,0.01,15,9.9,ICP40B,0.5,10000,27,ICP40B,1,10000,0.23,ICP40B,0.01,15,1433,ICP40B,2,10000,1,ICP40B,1,10000,0.43,ICP40B,0.01,15,11,ICP40B,1,10000,0.02,ICP40B,0.01,15,39,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,116,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,9.5,ICP40B,0.5,10000,118,ICP40B,1,10000,36.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01746,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.20,0.20,0.20,,,,,,,,,,,<2,ICP40B,2,10,3.15,ICP40B,0.01,15,16,ICP40B,3,10000,514,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.82,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,4,ICP40B,1,10000,466,ICP40B,0.5,10000,0.49,ICP40B,0.01,15,2.24,ICP40B,0.01,15,6.9,ICP40B,0.5,10000,22,ICP40B,1,10000,0.94,ICP40B,0.01,15,2690,ICP40B,2,10000,1,ICP40B,1,10000,0.39,ICP40B,0.01,15,5,ICP40B,1,10000,0.02,ICP40B,0.01,15,29,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,0.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,139,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,7,ICP40B,2,10000,<10,ICP40B,10,10000,8.2,ICP40B,0.5,10000,20,ICP40B,1,10000,20.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01747,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.41,0.41,0.41,,,,,,,,,,,<2,ICP40B,2,10,4.33,ICP40B,0.01,15,20,ICP40B,3,10000,437,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.72,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,6,ICP40B,1,10000,202,ICP40B,0.5,10000,0.69,ICP40B,0.01,15,2.54,ICP40B,0.01,15,8.8,ICP40B,0.5,10000,22,ICP40B,1,10000,0.88,ICP40B,0.01,15,1628,ICP40B,2,10000,<1,ICP40B,1,10000,0.68,ICP40B,0.01,15,7,ICP40B,1,10000,0.04,ICP40B,0.01,15,69,ICP40B,2,10000,0.07,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,156,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,7.4,ICP40B,0.5,10000,26,ICP40B,1,10000,35.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
